time,open,high,low,close,Upper,Basis,Lower,MA,Volume,Volume MA,RSI,Histogram,MACD,Signal
2003-02-19T14:30:00Z,3.298853,3.323297,3.192187,3.208965,3.518701248205672,3.3466283175377587,3.1745553868698453,3.192577194999995,1092610,707245.2,18.548167745751115,-0.012849824338246729,-0.04053802392109551,-0.027688199582848783
2003-02-20T14:30:00Z,3.188854,3.223297,3.109967,3.14441,3.5042663157137244,3.3282448341252353,3.1522233525367462,3.1923271999999954,567003,719575.2,12.387591566798235,-0.018834249484800177,-0.051231011438849006,-0.03239676195404883
2003-02-21T14:30:00Z,3.145521,3.22663,3.125521,3.214408,3.4963686444405497,3.3178960310229413,3.139423417605333,3.192449409999995,555861,710017.95,40.81010009388059,-0.016835384822317508,-0.05344099298194571,-0.036605608159628204
2003-02-24T14:30:00Z,3.207742,3.214408,3.088855,3.107631,3.4822070528861104,3.298781028202674,3.1153550035192374,3.1916199599999953,857706,719827.95,24.587015757653646,-0.02118052883203881,-0.06308126919967671,-0.041900740367637905
2003-02-25T14:30:00Z,3.112187,3.127742,3.078856,3.106634,3.4612423543416346,3.2813131165478855,3.1013838787541363,3.1910538649999953,1137655,700071.75,24.465932604740033,-0.022475287756405754,-0.0699948500631451,-0.047519562306739344
2003-02-26T14:30:00Z,3.084409,3.25552,3.083299,3.227742,3.466256443894722,3.276443015043532,3.0866295861923425,3.1907483049999956,2852507,784467.95,57.98099688790639,-0.013946569435212844,-0.0649527741007554,-0.05100620466554255
2003-02-27T14:30:00Z,3.249964,3.338852,3.233299,3.323297,3.4733818052225263,3.280702468221393,3.0880231312202597,3.1902816449999962,626406,788878.1,71.35298290506572,-0.0013067211070075246,-0.05263960604930196,-0.05133288494229443
2003-02-28T14:30:00Z,3.309962,3.504405,3.309962,3.473294,3.5025480983408737,3.2982107892921753,3.093873480243477,3.190592744999996,1530979,814986.5,82.80560548935517,0.016724641663332873,-0.03042708286312834,-0.047151724526461214
2003-03-03T14:30:00Z,3.474406,3.571072,3.44774,3.547738,3.528716185030608,3.320895081174705,3.113073977318802,3.1916371749999963,1936756,870199,86.40278014914293,0.032330332607361886,-0.006738808767258853,-0.03906914137462074
2003-03-04T14:30:00Z,3.497739,3.577738,3.494406,3.538851,3.5475625449999426,3.340709255613368,3.1338559662267937,3.192387169999996,3282333,981305.15,83.61832443189795,0.04020590622590795,0.011188241407764199,-0.029017664818143753
2003-03-05T14:30:00Z,3.588849,3.594406,3.517739,3.55996,3.565858595644388,3.360641141466698,3.1554236872890082,3.1932427099999963,2043920,1041245.85,85.13543115114574,0.04464617873001518,0.02679005859437522,-0.017856120135639957
2003-03-06T14:30:00Z,3.566629,3.566629,3.522183,3.554406,3.5784633944896034,3.3782561286060893,3.178048862722575,3.194253814999996,983709,1077291.3,82.45651130651385,0.04489717658387649,0.03826535059420566,-0.006631825989670832
2003-03-07T14:30:00Z,3.555516,3.577738,3.533294,3.577738,3.591826287885939,3.396390844187354,3.2009554004887693,3.1956149099999958,1658716,1140336.95,85.08526424886215,0.04425036781428409,0.04868113377818428,0.004430765963900192
2003-03-10T14:30:00Z,3.538851,3.632182,3.533294,3.606628,3.61222744975339,3.4155033128975947,3.2187791760417994,3.1974037799999957,2057195,1218311.55,88.0431691480385,0.04332858106733916,0.058591492298074144,0.015262911230734984
2003-03-11T14:30:00Z,3.633293,3.638849,3.602183,3.623293,3.6256781052674016,3.4343932844523586,3.2431084636373155,3.1987981999999953,735306,1212911.55,89.62561075996172,0.041403839494959446,0.06701771059943429,0.025613871104474845
2003-03-12T14:30:00Z,3.635516,3.641071,3.51996,3.555516,3.640556638806514,3.445404440411235,3.250252242015956,3.200075959999995,1920268,1284174.8,52.17846765252097,0.03346810450873419,0.06744900174039259,0.0339808972316584
2003-03-13T14:30:00Z,3.522183,3.705516,3.472184,3.638849,3.6738494031745486,3.462990309464759,3.2521312157549698,3.201664829999996,4478266,1492180.45,71.6184557744118,0.03174800624357312,0.0736659050361248,0.04191789879255168
2003-03-14T14:30:00Z,3.664404,3.664404,3.615515,3.641071,3.685235754778152,3.479179463149781,3.27312317152141,3.203675924999996,871206,1484530.25,72.02279200047745,0.02876524439356347,0.07787445428450601,0.04910920989094254
2003-03-17T14:30:00Z,3.611071,3.655514,3.556626,3.63107,3.6998269238947863,3.492987693772528,3.28614846365027,3.205459234999996,1615066,1549083.4,66.35013467187459,0.024301825659960433,0.07948649196589308,0.05518466630593265
